Year,County Name,Population
2007,Rensselaer,505
2007,Rensselaer,105
2007,Rensselaer,186
2007,Rensselaer,17974
2007,Rensselaer,16973
2007,Rensselaer,627
2007,Rensselaer,178
2007,Rensselaer,196
2007,Rensselaer,8840
2007,Rensselaer,8346
2007,Rensselaer,334
2007,Rensselaer,78
2007,Rensselaer,82
2007,Rensselaer,9134
2007,Rensselaer,8627
2007,Rensselaer,293
2007,Rensselaer,100
2007,Rensselaer,114
2007,Rensselaer,9948
2007,Rensselaer,9448
2007,Rensselaer,289
2007,Rensselaer,101
2007,Rensselaer,110
2007,Rensselaer,4517
2007,Rensselaer,4285
2007,Rensselaer,127
2007,Rensselaer,50
2007,Rensselaer,55
2007,Rensselaer,5431
2007,Rensselaer,5163
2007,Rensselaer,162
2007,Rensselaer,51
2007,Rensselaer,55
2007,Rensselaer,7212
2007,Rensselaer,6959
2007,Rensselaer,179
2007,Rensselaer,31
2007,Rensselaer,43
2007,Rensselaer,2908
2007,Rensselaer,2809
2007,Rensselaer,66
2007,Rensselaer,14
2007,Rensselaer,19
2007,Rensselaer,4304
2007,Rensselaer,4150
2007,Rensselaer,113
2007,Rensselaer,17
2007,Rensselaer,24
2007,Rensselaer,2977
2007,Rensselaer,2903
2007,Rensselaer,48
2007,Rensselaer,10
2007,Rensselaer,16
2007,Rensselaer,883
2007,Rensselaer,862
2007,Rensselaer,15
2007,Rensselaer,2
2007,Rensselaer,4
2007,Rensselaer,2094
2007,Rensselaer,2041
2007,Rensselaer,33
2007,Rensselaer,8
2007,Rensselaer,12
2007,Rockland,296483
2007,Rockland,204628
2007,Rockland,33084
2007,Rockland,19770
2007,Rockland,39001
2007,Rockland,145983
2007,Rockland,99876
2007,Rockland,16011
2007,Rockland,9565
2007,Rockland,20531
2007,Rockland,150500
2007,Rockland,104752
2007,Rockland,17073
2007,Rockland,10205
2007,Rockland,18470
2007,Rockland,4479
2007,Rockland,2616
2007,Rockland,641
2007,Rockland,344
2007,Rockland,878
2007,Rockland,2290
2007,Rockland,1341
2007,Rockland,324
2007,Rockland,176
2007,Rockland,449
2007,Rockland,2189
2007,Rockland,1275
2007,Rockland,317
2007,Rockland,168
2007,Rockland,429
2007,Rockland,38611
2007,Rockland,26311
2007,Rockland,4198
2007,Rockland,2059
2007,Rockland,6043
2007,Rockland,19647
2007,Rockland,13431
2007,Rockland,2118
2007,Rockland,1017
2007,Rockland,3081
2007,Rockland,18964
2007,Rockland,12880
2007,Rockland,2080
2007,Rockland,1042
2007,Rockland,2962
2007,Rockland,45248
2007,Rockland,31059
2007,Rockland,5847
2007,Rockland,2771
2007,Rockland,5571
2007,Rockland,23528
2007,Rockland,16223
2007,Rockland,2988
2007,Rockland,1408
2007,Rockland,2909
2007,Rockland,21720
2007,Rockland,14836
2007,Rockland,2859
2007,Rockland,1363
2007,Rockland,2662
2007,Rockland,20696
2007,Rockland,13207
2007,Rockland,2708
2007,Rockland,1253
2007,Rockland,3528
2007,Rockland,10707
2007,Rockland,6690
2007,Rockland,1420
2007,Rockland,684
2007,Rockland,1913
2007,Rockland,9989
2007,Rockland,6517
2007,Rockland,1288
2007,Rockland,569
2007,Rockland,1615
2007,Rockland,30388
2007,Rockland,16539
2007,Rockland,3808
2007,Rockland,2606
2007,Rockland,7435
2007,Rockland,15769
2007,Rockland,8173
2007,Rockland,1976
2007,Rockland,1275
2007,Rockland,4345
2007,Rockland,14619
2007,Rockland,8366
2007,Rockland,1832
2007,Rockland,1331
2007,Rockland,3090
2007,Rockland,37969
2007,Rockland,24413
2007,Rockland,4661
2007,Rockland,2552
2007,Rockland,6343
2007,Rockland,18648
2007,Rockland,11888
2007,Rockland,2152
2007,Rockland,1175
2007,Rockland,3433
2007,Rockland,19321
2007,Rockland,12525
2007,Rockland,2509
2007,Rockland,1377
2007,Rockland,2910
2007,Rockland,43528
2007,Rockland,30646
2007,Rockland,4906
2007,Rockland,3439
2007,Rockland,4537
2007,Rockland,21427
2007,Rockland,15178
2007,Rockland,2293
2007,Rockland,1650
2007,Rockland,2306
2007,Rockland,22101
2007,Rockland,15468
2007,Rockland,2613
2007,Rockland,1789
2007,Rockland,2231
2007,Rockland,36626
2007,Rockland,27969
2007,Rockland,3364
2007,Rockland,2696
2007,Rockland,2597
2007,Rockland,17135
2007,Rockland,13107
2007,Rockland,1543
2007,Rockland,1262
2007,Rockland,1223
2007,Rockland,19491
2007,Rockland,14862
2007,Rockland,1821
2007,Rockland,1434
2007,Rockland,1374
2007,Rockland,21943
2007,Rockland,17351
2007,Rockland,1964
2007,Rockland,1301
2007,Rockland,1327
2007,Rockland,10227
2007,Rockland,8127
2007,Rockland,860
2007,Rockland,632
2007,Rockland,608
2007,Rockland,11716
2007,Rockland,9224
2007,Rockland,1104
2007,Rockland,669
2007,Rockland,719
2007,Rockland,12570
2007,Rockland,10718
2007,Rockland,747
2007,Rockland,562
2007,Rockland,543
2007,Rockland,5354
2007,Rockland,4655
2007,Rockland,261
2007,Rockland,224
2007,Rockland,214
2007,Rockland,7216
2007,Rockland,6063
2007,Rockland,486
2007,Rockland,338
2007,Rockland,329
2007,Rockland,4425
2007,Rockland,3799
2007,Rockland,240
2007,Rockland,187
2007,Rockland,199
2007,Rockland,1251
2007,Rockland,1063
2007,Rockland,76
2007,Rockland,62
2007,Rockland,50
2007,Rockland,3174
2007,Rockland,2736
2007,Rockland,164
2007,Rockland,125
2007,Rockland,149
2007,St Lawrence,109809
2007,St Lawrence,103050
2007,St Lawrence,2503
2007,St Lawrence,2182
2007,St Lawrence,2074
2007,St Lawrence,55636
2007,St Lawrence,51079
2007,St Lawrence,2019
2007,St Lawrence,1087
2007,St Lawrence,1451
2007,St Lawrence,54173
2007,St Lawrence,51971
2007,St Lawrence,484
2007,St Lawrence,1095
2007,St Lawrence,623
2007,St Lawrence,1249
2007,St Lawrence,1175
2007,St Lawrence,25
2007,St Lawrence,35
2007,St Lawrence,14
2007,St Lawrence,639
2007,St Lawrence,601
2007,St Lawrence,13
2007,St Lawrence,18
2007,St Lawrence,7
2007,St Lawrence,610
2007,St Lawrence,574
2007,St Lawrence,12
2007,St Lawrence,17
2007,St Lawrence,7
2007,St Lawrence,10291
2007,St Lawrence,9828
2007,St Lawrence,123
2007,St Lawrence,196
2007,St Lawrence,144
2007,St Lawrence,5201
2007,St Lawrence,4967
2007,St Lawrence,71
2007,St Lawrence,82
2007,St Lawrence,81
2007,St Lawrence,5090
2007,St Lawrence,4861
2007,St Lawrence,52
2007,St Lawrence,114
2007,St Lawrence,63
2007,St Lawrence,16489
2007,St Lawrence,15591
2007,St Lawrence,305
2007,St Lawrence,323
2007,St Lawrence,270
2007,St Lawrence,8493
2007,St Lawrence,8037
2007,St Lawrence,159
2007,St Lawrence,151
2007,St Lawrence,146
2007,St Lawrence,7996
2007,St Lawrence,7554
2007,St Lawrence,146
2007,St Lawrence,172
2007,St Lawrence,124
2007,St Lawrence,11769
2007,St Lawrence,10645
2007,St Lawrence,532
2007,St Lawrence,283
2007,St Lawrence,309
2007,St Lawrence,6611
2007,St Lawrence,5845
2007,St Lawrence,404
2007,St Lawrence,159
2007,St Lawrence,203
2007,St Lawrence,5158
2007,St Lawrence,4800
2007,St Lawrence,128
2007,St Lawrence,124
2007,St Lawrence,106
2007,St Lawrence,14125
2007,St Lawrence,12405
2007,St Lawrence,709
2007,St Lawrence,466
2007,St Lawrence,545
2007,St Lawrence,7585
2007,St Lawrence,6246
2007,St Lawrence,635
2007,St Lawrence,265
2007,St Lawrence,439
2007,St Lawrence,6540
2007,St Lawrence,6159
2007,St Lawrence,74
2007,St Lawrence,201
2007,St Lawrence,106
2007,St Lawrence,13630
2007,St Lawrence,12430
2007,St Lawrence,533
2007,St Lawrence,257
2007,St Lawrence,410
2007,St Lawrence,7101
2007,St Lawrence,6118
2007,St Lawrence,509
2007,St Lawrence,135
2007,St Lawrence,339
2007,St Lawrence,6529
2007,St Lawrence,6312
2007,St Lawrence,24
2007,St Lawrence,122
2007,St Lawrence,71
2007,St Lawrence,15438
2007,St Lawrence,14811
2007,St Lawrence,179
2007,St Lawrence,243
2007,St Lawrence,205
2007,St Lawrence,7781
2007,St Lawrence,7357
2007,St Lawrence,157
2007,St Lawrence,119
2007,St Lawrence,148
2007,St Lawrence,7657
2007,St Lawrence,7454
2007,St Lawrence,22
2007,St Lawrence,124
2007,St Lawrence,57
2007,St Lawrence,12014
2007,St Lawrence,11664
2007,St Lawrence,57
2007,St Lawrence,192
2007,St Lawrence,101
2007,St Lawrence,5992
2007,St Lawrence,5817
2007,St Lawrence,47
2007,St Lawrence,68
2007,St Lawrence,60
2007,St Lawrence,6022
2007,St Lawrence,5847
2007,St Lawrence,10
2007,St Lawrence,124
2007,St Lawrence,41
2007,St Lawrence,7600
2007,St Lawrence,7426
2007,St Lawrence,23
2007,St Lawrence,120
2007,St Lawrence,31
2007,St Lawrence,3486
2007,St Lawrence,3403
2007,St Lawrence,15
2007,St Lawrence,56
2007,St Lawrence,12
2007,St Lawrence,4114
2007,St Lawrence,4023
2007,St Lawrence,8
2007,St Lawrence,64
2007,St Lawrence,19
2007,St Lawrence,5279
2007,St Lawrence,5181
2007,St Lawrence,15
2007,St Lawrence,52
2007,St Lawrence,31
2007,St Lawrence,2181
2007,St Lawrence,2132
2007,St Lawrence,8
2007,St Lawrence,28
2007,St Lawrence,13
2007,St Lawrence,3098
2007,St Lawrence,3049
2007,St Lawrence,7
2007,St Lawrence,24
2007,St Lawrence,18
2007,St Lawrence,1925
2007,St Lawrence,1894
2007,St Lawrence,2
2007,St Lawrence,15
2007,St Lawrence,14
2007,St Lawrence,566
2007,St Lawrence,556
2007,St Lawrence,1
2007,St Lawrence,6
2007,St Lawrence,3
2007,St Lawrence,1359
2007,St Lawrence,1338
2007,St Lawrence,1
2007,St Lawrence,9
2007,St Lawrence,11
2007,Saratoga,215852
2007,Saratoga,203404
2007,Saratoga,3873
2007,Saratoga,4209
2007,Saratoga,4366
2007,Saratoga,106809
2007,Saratoga,100344
2007,Saratoga,2201
2007,Saratoga,1972
2007,Saratoga,2292
2007,Saratoga,109043
2007,Saratoga,103060
2007,Saratoga,1672
2007,Saratoga,2237
2007,Saratoga,2074
2007,Saratoga,2395
2007,Saratoga,2202
2007,Saratoga,57
2007,Saratoga,72
2007,Saratoga,64
2007,Saratoga,1230
2007,Saratoga,1130
2007,Saratoga,30
2007,Saratoga,37
2007,Saratoga,33
2007,Saratoga,1165
2007,Saratoga,1072
2007,Saratoga,27
2007,Saratoga,35
2007,Saratoga,31
2007,Saratoga,22381
2007,Saratoga,20692
2007,Saratoga,506
2007,Saratoga,517
2007,Saratoga,666
2007,Saratoga,11555
2007,Saratoga,10699
2007,Saratoga,253
2007,Saratoga,266
2007,Saratoga,337
2007,Saratoga,10826
2007,Saratoga,9993
2007,Saratoga,253
2007,Saratoga,251
2007,Saratoga,329
2007,Saratoga,28562
2007,Saratoga,26648
2007,Saratoga,631
2007,Saratoga,536
2007,Saratoga,747
2007,Saratoga,14498
2007,Saratoga,13549
2007,Saratoga,327
2007,Saratoga,251
2007,Saratoga,371
2007,Saratoga,14064
2007,Saratoga,13099
2007,Saratoga,304
2007,Saratoga,285
2007,Saratoga,376
2007,Saratoga,13936
2007,Saratoga,12878
2007,Saratoga,338
2007,Saratoga,279
2007,Saratoga,441
2007,Saratoga,6856
2007,Saratoga,6331
2007,Saratoga,193
2007,Saratoga,112
2007,Saratoga,220
2007,Saratoga,7080
2007,Saratoga,6547
2007,Saratoga,145
2007,Saratoga,167
2007,Saratoga,221
2007,Saratoga,29232
2007,Saratoga,26594
2007,Saratoga,715
2007,Saratoga,925
2007,Saratoga,998
2007,Saratoga,15051
2007,Saratoga,13600
2007,Saratoga,435
2007,Saratoga,443
2007,Saratoga,573
2007,Saratoga,14181
2007,Saratoga,12994
2007,Saratoga,280
2007,Saratoga,482
2007,Saratoga,425
2007,Saratoga,33610
2007,Saratoga,31646
2007,Saratoga,660
2007,Saratoga,681
2007,Saratoga,623
2007,Saratoga,16836
2007,Saratoga,15718
2007,Saratoga,441
2007,Saratoga,327
2007,Saratoga,350
2007,Saratoga,16774
2007,Saratoga,15928
2007,Saratoga,219
2007,Saratoga,354
2007,Saratoga,273
2007,Saratoga,33677
2007,Saratoga,32145
2007,Saratoga,513
2007,Saratoga,548
2007,Saratoga,471
2007,Saratoga,16651
2007,Saratoga,15885
2007,Saratoga,303
2007,Saratoga,231
2007,Saratoga,232
2007,Saratoga,17026
2007,Saratoga,16260
2007,Saratoga,210
2007,Saratoga,317
2007,Saratoga,239
2007,Saratoga,25910
2007,Saratoga,25065
2007,Saratoga,250
2007,Saratoga,392
2007,Saratoga,203
2007,Saratoga,12661
2007,Saratoga,12239
2007,Saratoga,131
2007,Saratoga,185
2007,Saratoga,106
2007,Saratoga,13249
2007,Saratoga,12826
2007,Saratoga,119
2007,Saratoga,207
2007,Saratoga,97
2007,Saratoga,13668
2007,Saratoga,13317
2007,Saratoga,98
2007,Saratoga,174
2007,Saratoga,79
2007,Saratoga,6514
2007,Saratoga,6351
2007,Saratoga,47
2007,Saratoga,78
2007,Saratoga,38
2007,Saratoga,7154
2007,Saratoga,6966
2007,Saratoga,51
2007,Saratoga,96
2007,Saratoga,41
2007,Saratoga,9019
2007,Saratoga,8835
2007,Saratoga,70
2007,Saratoga,67
2007,Saratoga,47
2007,Saratoga,3831
2007,Saratoga,3746
2007,Saratoga,32
2007,Saratoga,34
2007,Saratoga,19
2007,Saratoga,5188
2007,Saratoga,5089
2007,Saratoga,38
2007,Saratoga,33
2007,Saratoga,28
2007,Saratoga,3462
2007,Saratoga,3382
2007,Saratoga,35
2007,Saratoga,18
2007,Saratoga,27
2007,Saratoga,1126
2007,Saratoga,1096
2007,Saratoga,9
2007,Saratoga,8
2007,Saratoga,13
2007,Saratoga,2336
2007,Saratoga,2286
2007,Saratoga,26
2007,Saratoga,10
2007,Saratoga,14
2007,Schenectady,150818
2007,Schenectady,124004
2007,Schenectady,13688
2007,Schenectady,6562
2007,Schenectady,6564
2007,Schenectady,73226
2007,Schenectady,59806
2007,Schenectady,6792
2007,Schenectady,3388
2007,Schenectady,3240
2007,Schenectady,77592
2007,Schenectady,64198
2007,Schenectady,6896
2007,Schenectady,3174
2007,Schenectady,3324
2007,Schenectady,1957
2007,Schenectady,1393
2007,Schenectady,261
2007,Schenectady,125
2007,Schenectady,178
2007,Schenectady,1003
2007,Schenectady,713
2007,Schenectady,133
2007,Schenectady,64
2007,Schenectady,93
2007,Schenectady,954
2007,Schenectady,680
2007,Schenectady,128
2007,Schenectady,61
2007,Schenectady,85
2007,Schenectady,16256
2007,Schenectady,11547
2007,Schenectady,2554
2007,Schenectady,875
2007,Schenectady,1280
2007,Schenectady,8380
2007,Schenectady,5970
2007,Schenectady,1298
2007,Schenectady,474
2007,Schenectady,638
2007,Schenectady,7876
2007,Schenectady,5577
2007,Schenectady,1256
2007,Schenectady,401
2007,Schenectady,642
2007,Schenectady,20673
2007,Schenectady,15868
2007,Schenectady,2678
2007,Schenectady,793
2007,Schenectady,1334
2007,Schenectady,10657
2007,Schenectady,8205
2007,Schenectady,1380
2007,Schenectady,404
2007,Schenectady,668
2007,Schenectady,10016
2007,Schenectady,7663
2007,Schenectady,1298
2007,Schenectady,389
2007,Schenectady,666
2007,Schenectady,10262
2007,Schenectady,7989
2007,Schenectady,1201
2007,Schenectady,498
2007,Schenectady,574
2007,Schenectady,5303
2007,Schenectady,4196
2007,Schenectady,557
2007,Schenectady,273
2007,Schenectady,277
2007,Schenectady,4959
2007,Schenectady,3793
2007,Schenectady,644
2007,Schenectady,225
2007,Schenectady,297
2007,Schenectady,17850
2007,Schenectady,13077
2007,Schenectady,1984
2007,Schenectady,1644
2007,Schenectady,1145
2007,Schenectady,8758
2007,Schenectady,6399
2007,Schenectady,953
2007,Schenectady,834
2007,Schenectady,572
2007,Schenectady,9092
2007,Schenectady,6678
2007,Schenectady,1031
2007,Schenectady,810
2007,Schenectady,573
2007,Schenectady,20377
2007,Schenectady,16457
2007,Schenectady,2007
2007,Schenectady,997
2007,Schenectady,916
2007,Schenectady,9894
2007,Schenectady,7933
2007,Schenectady,1006
2007,Schenectady,519
2007,Schenectady,436
2007,Schenectady,10483
2007,Schenectady,8524
2007,Schenectady,1001
2007,Schenectady,478
2007,Schenectady,480
2007,Schenectady,22724
2007,Schenectady,19860
2007,Schenectady,1519
2007,Schenectady,758
2007,Schenectady,587
2007,Schenectady,11207
2007,Schenectady,9758
2007,Schenectady,782
2007,Schenectady,368
2007,Schenectady,299
2007,Schenectady,11517
2007,Schenectady,10102
2007,Schenectady,737
2007,Schenectady,390
2007,Schenectady,288
2007,Schenectady,17576
2007,Schenectady,15937
2007,Schenectady,812
2007,Schenectady,523
2007,Schenectady,304
2007,Schenectady,8560
2007,Schenectady,7720
2007,Schenectady,407
2007,Schenectady,279
2007,Schenectady,154
2007,Schenectady,9016
2007,Schenectady,8217
2007,Schenectady,405
2007,Schenectady,244
2007,Schenectady,150
2007,Schenectady,10039
2007,Schenectady,9306
2007,Schenectady,367
2007,Schenectady,228
2007,Schenectady,138
2007,Schenectady,4542
2007,Schenectady,4206
2007,Schenectady,159
2007,Schenectady,115
2007,Schenectady,62
2007,Schenectady,5497
2007,Schenectady,5100
2007,Schenectady,208
2007,Schenectady,113
2007,Schenectady,76
2007,Schenectady,8715
2007,Schenectady,8352
2007,Schenectady,204
2007,Schenectady,88
2007,Schenectady,71
2007,Schenectady,3513
2007,Schenectady,3355
2007,Schenectady,84
2007,Schenectady,43
2007,Schenectady,31
2007,Schenectady,5202
2007,Schenectady,4997
2007,Schenectady,120
2007,Schenectady,45
2007,Schenectady,40
2007,Schenectady,4389
2007,Schenectady,4218
2007,Schenectady,101
2007,Schenectady,33
2007,Schenectady,37
2007,Schenectady,1409
2007,Schenectady,1351
2007,Schenectady,33
2007,Schenectady,15
2007,Schenectady,10
2007,Schenectady,2980
2007,Schenectady,2867
2007,Schenectady,68
2007,Schenectady,18
2007,Schenectady,27
2007,Schoharie,32063
2007,Schoharie,30567
2007,Schoharie,494
2007,Schoharie,294
2007,Schoharie,708
2007,Schoharie,15916
2007,Schoharie,15098
2007,Schoharie,300
2007,Schoharie,155
2007,Schoharie,363
2007,Schoharie,16147
2007,Schoharie,15469
2007,Schoharie,194
2007,Schoharie,139
2007,Schoharie,345
2007,Schoharie,301
2007,Schoharie,285
2007,Schoharie,6
2007,Schoharie,4
2007,Schoharie,6
2007,Schoharie,155
2007,Schoharie,147
2007,Schoharie,3
2007,Schoharie,2
2007,Schoharie,3
2007,Schoharie,146
2007,Schoharie,138
2007,Schoharie,3
2007,Schoharie,2
2007,Schoharie,3
2007,Schoharie,2806
2007,Schoharie,2649
2007,Schoharie,47
2007,Schoharie,33
2007,Schoharie,77
2007,Schoharie,1435
2007,Schoharie,1352
2007,Schoharie,21
2007,Schoharie,23
2007,Schoharie,39
2007,Schoharie,1371
2007,Schoharie,1297
2007,Schoharie,26
2007,Schoharie,10
2007,Schoharie,38
2007,Schoharie,4907
2007,Schoharie,4637
2007,Schoharie,116
2007,Schoharie,47
2007,Schoharie,107
2007,Schoharie,2474
2007,Schoharie,2342
2007,Schoharie,63
2007,Schoharie,26
2007,Schoharie,43
2007,Schoharie,2433
2007,Schoharie,2295
2007,Schoharie,53
2007,Schoharie,21
2007,Schoharie,64
2007,Schoharie,2402
2007,Schoharie,2201
2007,Schoharie,89
2007,Schoharie,35
2007,Schoharie,77
2007,Schoharie,1354
2007,Schoharie,1234
2007,Schoharie,60
2007,Schoharie,19
2007,Schoharie,41
2007,Schoharie,1048
2007,Schoharie,967
2007,Schoharie,29
2007,Schoharie,16
2007,Schoharie,36
2007,Schoharie,3875
2007,Schoharie,3564
2007,Schoharie,98
2007,Schoharie,53
2007,Schoharie,160
2007,Schoharie,1898
2007,Schoharie,1708
2007,Schoharie,64
2007,Schoharie,25
2007,Schoharie,101
2007,Schoharie,1977
2007,Schoharie,1856
2007,Schoharie,34
2007,Schoharie,28
2007,Schoharie,59
2007,Schoharie,4107
2007,Schoharie,3936
2007,Schoharie,60
2007,Schoharie,30
2007,Schoharie,81
2007,Schoharie,2001
2007,Schoharie,1904
2007,Schoharie,43
2007,Schoharie,13
2007,Schoharie,41
2007,Schoharie,2106
2007,Schoharie,2032
2007,Schoharie,17
2007,Schoharie,17
2007,Schoharie,40
2007,Schoharie,4784
2007,Schoharie,4634
2007,Schoharie,33
2007,Schoharie,43
2007,Schoharie,74
2007,Schoharie,2395
2007,Schoharie,2318
2007,Schoharie,19
2007,Schoharie,22
2007,Schoharie,36
2007,Schoharie,2389
2007,Schoharie,2316
2007,Schoharie,14
2007,Schoharie,21
2007,Schoharie,38
2007,Schoharie,4010
2007,Schoharie,3902
2007,Schoharie,15
2007,Schoharie,30
2007,Schoharie,63
2007,Schoharie,2010
2007,Schoharie,1955
2007,Schoharie,11
2007,Schoharie,17
2007,Schoharie,27
2007,Schoharie,2000
2007,Schoharie,1947
2007,Schoharie,4
2007,Schoharie,13
2007,Schoharie,36
2007,Schoharie,2484
2007,Schoharie,2431
2007,Schoharie,11
2007,Schoharie,12
2007,Schoharie,30
2007,Schoharie,1225
2007,Schoharie,1196
2007,Schoharie,5
2007,Schoharie,6
2007,Schoharie,18
2007,Schoharie,1259
2007,Schoharie,1235
2007,Schoharie,6
2007,Schoharie,6
2007,Schoharie,12
2007,Schoharie,1649
2007,Schoharie,1610
2007,Schoharie,13
2007,Schoharie,3
2007,Schoharie,23
2007,Schoharie,725
2007,Schoharie,706
2007,Schoharie,7
2007,Schoharie,1
2007,Schoharie,11
2007,Schoharie,924
2007,Schoharie,904
2007,Schoharie,6
2007,Schoharie,2
2007,Schoharie,12
2007,Schoharie,738
2007,Schoharie,718
2007,Schoharie,6
2007,Schoharie,4
2007,Schoharie,10
2007,Schoharie,244
2007,Schoharie,236
2007,Schoharie,4
2007,Schoharie,1
2007,Schoharie,3
2007,Schoharie,494
2007,Schoharie,482
2007,Schoharie,2
2007,Schoharie,3
2007,Schoharie,7
2007,Schuyler,19027
2007,Schuyler,18191
2007,Schuyler,378
2007,Schuyler,177
2007,Schuyler,281
2007,Schuyler,9522
2007,Schuyler,8973
2007,Schuyler,280
2007,Schuyler,81
2007,Schuyler,188
2007,Schuyler,9505
2007,Schuyler,9218
2007,Schuyler,98
2007,Schuyler,96
2007,Schuyler,93
2007,Schuyler,175
2007,Schuyler,167
2007,Schuyler,4
2007,Schuyler,2
2007,Schuyler,2
2007,Schuyler,89
2007,Schuyler,85
2007,Schuyler,2
2007,Schuyler,1
2007,Schuyler,1
2007,Schuyler,86
2007,Schuyler,82
2007,Schuyler,2
2007,Schuyler,1
2007,Schuyler,1
2007,Schuyler,1736
2007,Schuyler,1654
2007,Schuyler,38
2007,Schuyler,13
2007,Schuyler,31
2007,Schuyler,912
2007,Schuyler,867
2007,Schuyler,20
2007,Schuyler,8
2007,Schuyler,17
2007,Schuyler,824
2007,Schuyler,787
2007,Schuyler,18
2007,Schuyler,5
2007,Schuyler,14
2007,Schuyler,2696
2007,Schuyler,2457
2007,Schuyler,129
2007,Schuyler,27
2007,Schuyler,83
2007,Schuyler,1500
2007,Schuyler,1318
2007,Schuyler,108
2007,Schuyler,11
2007,Schuyler,63
2007,Schuyler,1196
2007,Schuyler,1139
2007,Schuyler,21
2007,Schuyler,16
2007,Schuyler,20
2007,Schuyler,1257
2007,Schuyler,1099
2007,Schuyler,86
2007,Schuyler,19
2007,Schuyler,53
2007,Schuyler,721
2007,Schuyler,592
2007,Schuyler,74
2007,Schuyler,10
2007,Schuyler,45
2007,Schuyler,536
2007,Schuyler,507
2007,Schuyler,12
2007,Schuyler,9
2007,Schuyler,8
2007,Schuyler,2282
2007,Schuyler,2173
2007,Schuyler,47
2007,Schuyler,21
2007,Schuyler,41
2007,Schuyler,1063
2007,Schuyler,1001
2007,Schuyler,32
2007,Schuyler,7
2007,Schuyler,23
2007,Schuyler,1219
2007,Schuyler,1172
2007,Schuyler,15
2007,Schuyler,14
2007,Schuyler,18
2007,Schuyler,2452
2007,Schuyler,2380
2007,Schuyler,31
2007,Schuyler,19
2007,Schuyler,22
2007,Schuyler,1220
2007,Schuyler,1185
2007,Schuyler,18
2007,Schuyler,7
2007,Schuyler,10
2007,Schuyler,1232
2007,Schuyler,1195
2007,Schuyler,13
2007,Schuyler,12
2007,Schuyler,12
2007,Schuyler,2938
2007,Schuyler,2868
2007,Schuyler,12
2007,Schuyler,34
2007,Schuyler,24
2007,Schuyler,1461
2007,Schuyler,1419
2007,Schuyler,8
2007,Schuyler,18
2007,Schuyler,16
2007,Schuyler,1477
2007,Schuyler,1449
2007,Schuyler,4
2007,Schuyler,16
2007,Schuyler,8
2007,Schuyler,2520
2007,Schuyler,2472
2007,Schuyler,18
2007,Schuyler,14
2007,Schuyler,16
2007,Schuyler,1268
2007,Schuyler,1243
2007,Schuyler,10
2007,Schuyler,6
2007,Schuyler,9
2007,Schuyler,1252
2007,Schuyler,1229
2007,Schuyler,8
2007,Schuyler,8
2007,Schuyler,7
2007,Schuyler,1572
2007,Schuyler,1545
2007,Schuyler,6
2007,Schuyler,18
2007,Schuyler,3
2007,Schuyler,737
2007,Schuyler,723
2007,Schuyler,6
2007,Schuyler,6
2007,Schuyler,2
2007,Schuyler,835
2007,Schuyler,822
2007,Schuyler,0
2007,Schuyler,12
2007,Schuyler,1
2007,Schuyler,944
2007,Schuyler,929
2007,Schuyler,5
2007,Schuyler,7
2007,Schuyler,3
2007,Schuyler,413
2007,Schuyler,405
2007,Schuyler,1
2007,Schuyler,5
2007,Schuyler,2
2007,Schuyler,531
2007,Schuyler,524
2007,Schuyler,4
2007,Schuyler,2
2007,Schuyler,1
2007,Schuyler,455
2007,Schuyler,447
2007,Schuyler,2
2007,Schuyler,3
2007,Schuyler,3
2007,Schuyler,138
2007,Schuyler,135
2007,Schuyler,1
2007,Schuyler,2
2007,Schuyler,0
2007,Schuyler,317
2007,Schuyler,312
2007,Schuyler,1
2007,Schuyler,1
2007,Schuyler,3
2007,Seneca,34228
2007,Seneca,31090
2007,Seneca,1663
2007,Seneca,467
2007,Seneca,1008
2007,Seneca,17767
2007,Seneca,15437
2007,Seneca,1356
2007,Seneca,222
2007,Seneca,752
2007,Seneca,16461
2007,Seneca,15653
2007,Seneca,307
2007,Seneca,245
2007,Seneca,256
2007,Seneca,365
2007,Seneca,333
2007,Seneca,18
2007,Seneca,10
2007,Seneca,4
2007,Seneca,188
2007,Seneca,171
2007,Seneca,10
2007,Seneca,5
2007,Seneca,2
2007,Seneca,177
2007,Seneca,162
2007,Seneca,8
2007,Seneca,5
2007,Seneca,2
2007,Seneca,3112
2007,Seneca,2926
2007,Seneca,88
2007,Seneca,37
2007,Seneca,61
2007,Seneca,1582
2007,Seneca,1467
2007,Seneca,54
2007,Seneca,25
2007,Seneca,36
2007,Seneca,1530
2007,Seneca,1459
2007,Seneca,34
2007,Seneca,12
2007,Seneca,25
2007,Seneca,4376
2007,Seneca,4034
2007,Seneca,117
2007,Seneca,58
2007,Seneca,167
2007,Seneca,2279
2007,Seneca,2062
2007,Seneca,82
2007,Seneca,37
2007,Seneca,98
2007,Seneca,2097
2007,Seneca,1972
2007,Seneca,35
2007,Seneca,21
2007,Seneca,69
2007,Seneca,2710
2007,Seneca,2215
2007,Seneca,289
2007,Seneca,47
2007,Seneca,159
2007,Seneca,1539
2007,Seneca,1119
2007,Seneca,264
2007,Seneca,13
2007,Seneca,143
2007,Seneca,1171
2007,Seneca,1096
2007,Seneca,25
2007,Seneca,34
2007,Seneca,16
2007,Seneca,4896
2007,Seneca,3870
2007,Seneca,625
2007,Seneca,124
2007,Seneca,277
2007,Seneca,2902
