Chautauqua,Carroll Town PD,2010,0,5
Chautauqua,Carroll Town PD,2009,0,5
Chautauqua,Carroll Town PD,2008,0,5
Chautauqua,Carroll Town PD,2007,0,7
Chautauqua,Chautauqua County Sheriff,2019,114,50
Chautauqua,Chautauqua County Sheriff,2018,120,59
Chautauqua,Chautauqua County Sheriff,2017,110,61
Chautauqua,Chautauqua County Sheriff,2016,111,27
Chautauqua,Chautauqua County Sheriff,2015,110,28
Chautauqua,Chautauqua County Sheriff,2014,107,31
Chautauqua,Chautauqua County Sheriff,2013,107,26
Chautauqua,Chautauqua County Sheriff,2012,100,28
Chautauqua,Chautauqua County Sheriff,2011,107,39
Chautauqua,Chautauqua County Sheriff,2010,107,39
Chautauqua,Chautauqua County Sheriff,2009,116,63
Chautauqua,Chautauqua County Sheriff,2008,117,77
Chautauqua,Chautauqua County Sheriff,2007,122,50
Chautauqua,Dunkirk City PD,2019,37,3
Chautauqua,Dunkirk City PD,2018,37,3
Chautauqua,Dunkirk City PD,2017,34,3
Chautauqua,Dunkirk City PD,2016,38,11
Chautauqua,Dunkirk City PD,2015,38,11
Chautauqua,Dunkirk City PD,2014,38,12
Chautauqua,Dunkirk City PD,2013,38,11
Chautauqua,Dunkirk City PD,2012,38,11
Chautauqua,Dunkirk City PD,2011,36,0
Chautauqua,Dunkirk City PD,2010,38,0
Chautauqua,Dunkirk City PD,2009,37,11
Chautauqua,Dunkirk City PD,2008,36,11
Chautauqua,Dunkirk City PD,2007,37,16
Chautauqua,Ellicott Town PD,2019,13,10
Chautauqua,Ellicott Town PD,2018,12,8
Chautauqua,Ellicott Town PD,2017,12,8
Chautauqua,Ellicott Town PD,2016,12,8
Chautauqua,Ellicott Town PD,2015,12,10
Chautauqua,Ellicott Town PD,2014,12,8
Chautauqua,Ellicott Town PD,2013,20,9
Chautauqua,Ellicott Town PD,2012,12,11
Chautauqua,Ellicott Town PD,2011,13,8
Chautauqua,Ellicott Town PD,2010,13,7
Chautauqua,Ellicott Town PD,2009,13,6
Chautauqua,Ellicott Town PD,2008,13,6
Chautauqua,Ellicott Town PD,2007,13,6
Chautauqua,Fredonia Vg PD,2019,18,6
Chautauqua,Fredonia Vg PD,2017,18,6
Chautauqua,Fredonia Vg PD,2016,18,6
Chautauqua,Fredonia Vg PD,2014,17,6
Chautauqua,Fredonia Vg PD,2013,18,6
Chautauqua,Fredonia Vg PD,2012,18,5
Chautauqua,Fredonia Vg PD,2011,19,5
Chautauqua,Fredonia Vg PD,2010,18,6
Chautauqua,Fredonia Vg PD,2008,18,3
Chautauqua,Fredonia Vg PD,2007,19,6
Chautauqua,Jamestown City PD,2019,72,21
Chautauqua,Jamestown City PD,2018,72,15
Chautauqua,Jamestown City PD,2017,72,16
Chautauqua,Jamestown City PD,2016,68,17
Chautauqua,Jamestown City PD,2015,70,21
Chautauqua,Jamestown City PD,2014,70,22
Chautauqua,Jamestown City PD,2013,70,22
Chautauqua,Jamestown City PD,2012,71,21
Chautauqua,Jamestown City PD,2011,70,25
Chautauqua,Jamestown City PD,2010,70,23
Chautauqua,Jamestown City PD,2009,69,14
Chautauqua,Jamestown City PD,2008,73,18
Chautauqua,Jamestown City PD,2007,74,14
Chautauqua,Lakewood-Busti PD,2019,11,9
